Date,sp500_Open,sp500_High,sp500_Low,sp500_Close,sp500_Volume,sp500_Dividends,sp500_Stock Splits,bvsp_Open,bvsp_High,bvsp_Low,bvsp_Close,bvsp_Volume,bvsp_Dividends,bvsp_Stock Splits,nikkei_Open,nikkei_High,nikkei_Low,nikkei_Close,nikkei_Volume,nikkei_Dividends,nikkei_Stock Splits,rts_Price,rts_Open,rts_High,rts_Low,rts_Vol.,rts_Change %,sensex_Open,sensex_High,sensex_Low,sensex_Close,sensex_Volume,sensex_Dividends,sensex_Stock Splits,shangai_Open,shangai_High,shangai_Low,shangai_Close,shangai_Volume,shangai_Dividends,shangai_Stock Splits
2000-09-01,1517.6800537109375,1530.0899658203125,1419.43994140625,1436.510009765625,20838300000.0,0.0,0.0,17360.0,17716.0,15657.0,15928.0,0.0,0.0,0.0,15735.7099609375,16192.7802734375,14333.16015625,14539.599609375,0.0,0.0,0.0,1242.27,1501.41,1501.41,1125.96,,,4035.639892578125,4197.39013671875,3491.550048828125,3711.02001953125,0.0,0.0,0.0,1912.0760498046875,1980.6259765625,1896.9449462890625,1961.2869873046875,0.0,0.0,0.0
2000-10-01,1436.52001953125,1454.8199462890625,1305.7900390625,1429.4000244140625,25951400000.0,0.0,0.0,15950.0,16404.0,13571.0,14867.0,0.0,0.0,0.0,14557.4501953125,15602.3896484375,14172.6396484375,14648.509765625,0.0,0.0,0.0,1182.78,1238.4,1329.09,1145.59,,,3749.35009765625,4046.18994140625,3734.97998046875,3997.989990234375,0.0,0.0,0.0,1961.0810546875,2125.72412109375,1959.720947265625,2070.613037109375,0.0,0.0,0.0
2000-11-01,1429.4000244140625,1438.4599609375,1294.9000244140625,1314.949951171875,20532300000.0,0.0,0.0,14858.0,15191.0,12969.0,13287.0,0.0,0.0,0.0,14600.5302734375,15273.400390625,13182.509765625,13785.6904296875,0.0,0.0,0.0,898.18,1204.38,1223.63,898.18,,,3968.889892578125,4332.64990234375,3803.68994140625,3972.1201171875,0.0,0.0,0.0,2073.089111328125,2097.2890625,2024.2860107421875,2073.47705078125,0.0,0.0,0.0
2000-12-01,1314.949951171875,1389.050048828125,1254.0699462890625,1320.280029296875,23610800000.0,0.0,0.0,13303.0,15415.0,13242.0,15259.0,0.0,0.0,0.0,13898.08984375,14186.6201171875,13123.8095703125,13843.5498046875,0.0,0.0,0.0,907.38,921.8,1024.57,819.36,,,3953.219970703125,4409.330078125,3929.3701171875,4326.72021484375,0.0,0.0,0.0,2077.075927734375,2131.97998046875,2007.7060546875,2065.60595703125,0.0,0.0,0.0
2001-01-01,1320.280029296875,1383.3699951171875,1274.6199951171875,1366.010009765625,27829800000.0,0.0,0.0,15242.0,18023.0,15174.0,17673.0,0.0,0.0,0.0,13740.919921875,13862.2900390625,12784.169921875,12883.5400390625,0.0,0.0,0.0,1107.03,873.54,1142.53,823.6,,,4303.1298828125,4462.10986328125,4020.679931640625,4247.0400390625,0.0,0.0,0.0,2069.85595703125,2072.547119140625,1893.782958984375,1959.1800537109373,0.0,0.0,0.0
2001-02-01,1366.010009765625,1376.3800048828125,1215.43994140625,1239.93994140625,21644400000.0,0.0,0.0,17670.0,17673.0,15558.0,15891.0,0.0,0.0,0.0,12811.51953125,13867.580078125,11433.8798828125,12999.7001953125,0.0,0.0,0.0,1064.08,1100.57,1203.92,1039.48,,,4288.22998046875,4386.97998046875,3436.75,3604.3798828125,0.0,0.0,0.0,1959.009033203125,2112.87890625,1953.720947265625,2112.77490234375,0.0,0.0,0.0
2001-03-01,1239.93994140625,1267.4200439453125,1081.18994140625,1160.3299560546875,27806610000.0,0.0,0.0,15891.0,16813.0,13761.0,14438.0,0.0,0.0,0.0,13057.650390625,14099.490234375,12579.5595703125,13934.3203125,0.0,0.0,0.0,1095.96,1036.43,1165.01,1026.93,,,3491.409912109375,3676.820068359375,3096.510009765625,3519.159912109375,0.0,0.0,0.0,2117.449951171875,2179.740966796875,2081.64404296875,2119.18408203125,0.0,0.0,0.0
2001-04-01,1160.3299560546875,1269.300048828125,1091.989990234375,1249.4599609375,25409990000.0,0.0,0.0,14441.0,15267.0,13325.0,14918.0,0.0,0.0,0.0,14096.3203125,14556.1103515625,13216.5703125,13262.1396484375,0.0,0.0,0.0,1171.36,1096.23,1184.91,1027.26,,,3565.530029296875,3759.9599609375,3420.139892578125,3631.909912109375,0.0,0.0,0.0,2119.89794921875,2222.65087890625,2119.89404296875,2214.257080078125,0.0,0.0,0.0
2001-05-01,1249.4599609375,1315.9300537109375,1232.0,1255.8199462890625,24525900000.0,0.0,0.0,14877.0,15304.0,14056.0,14650.0,0.0,0.0,0.0,13365.080078125,13510.7001953125,12511.66015625,12969.0498046875,0.0,0.0,0.0,1365.84,1208.6,1371.08,1198.46,,,3637.030029296875,3651.320068359375,3287.93994140625,3456.780029296875,0.0,0.0,0.0,2216.56005859375,2245.43505859375,2157.1220703125,2218.029052734375,0.0,0.0,0.0
2001-06-01,1255.8199462890625,1286.6199951171875,1203.030029296875,1224.3800048828125,24748030000.0,0.0,0.0,14654.0,15644.0,14164.0,14560.0,0.0,0.0,0.0,12929.66015625,12929.66015625,11531.6796875,11860.76953125,0.0,0.0,0.0,1414.65,1368.34,1499.32,1357.12,,,3459.14990234375,3513.7900390625,3241.659912109375,3329.280029296875,0.0,0.0,0.0,2220.4189453125,2223.20703125,1909.2969970703125,1920.3179931640625,0.0,0.0,0.0
2001-07-01,1224.4200439453125,1239.780029296875,1165.5400390625,1211.22998046875,23793710000.0,0.0,0.0,14579.0,14771.0,13361.0,13754.0,0.0,0.0,0.0,11920.6396484375,12407.3701171875,10684.16015625,10713.509765625,0.0,0.0,0.0,1290.86,1415.32,1430.98,1265.66,,,3335.0,3359.070068359375,3241.1201171875,3244.949951171875,0.0,0.0,0.0,1925.239013671875,1990.698974609375,1795.5670166015625,1834.137939453125,0.0,0.0,0.0
2001-08-01,1211.22998046875,1226.27001953125,1124.8699951171875,1133.5799560546875,23359200000.0,0.0,0.0,13757.0,14143.0,12681.0,12841.0,0.0,0.0,0.0,10729.599609375,10812.8896484375,9382.9501953125,9774.6796875,0.0,0.0,0.0,1356.62,1296.16,1403.78,1238.65,,,3245.7099609375,3267.929931640625,2594.8701171875,2811.60009765625,0.0,0.0,0.0,1831.7030029296875,1888.9010009765625,1750.7640380859375,1764.866943359375,0.0,0.0,0.0
2001-09-01,1133.5799560546875,1155.4000244140625,944.75,1040.93994140625,25025290000.0,0.0,0.0,12849.0,12947.0,9533.0,10636.0,0.0,0.0,0.0,9766.75,11052.009765625,9604.08984375,10366.33984375,0.0,0.0,0.0,1191.67,1371.83,1405.23,1166.81,,,2817.739990234375,3083.64990234375,2718.409912109375,2989.35009765625,0.0,0.0,0.0,1766.133056640625,1773.7979736328125,1514.862060546875,1689.1700439453125,0.0,0.0,0.0
2001-10-01,1040.93994140625,1110.6099853515625,1026.760009765625,1059.780029296875,29951280000.0,0.0,0.0,10633.0,11924.0,9985.0,11365.0,0.0,0.0,0.0,10430.58984375,11186.75,9955.08984375,10697.4404296875,0.0,0.0,0.0,1362.71,1200.91,1371.73,1150.25,,,3003.949951171875,3377.81005859375,3003.949951171875,3287.56005859375,0.0,0.0,0.0,1692.3509521484375,1748.0,1550.4649658203125,1747.9930419921875,0.0,0.0,0.0
2001-11-01,1059.780029296875,1163.3800048828125,1054.31005859375,1139.449951171875,26330000000.0,0.0,0.0,11362.0,13791.0,11177.0,12932.0,0.0,0.0,0.0,10694.650390625,11052.509765625,10170.900390625,10542.6201171875,0.0,0.0,0.0,1522.84,1358.99,1624.94,1354.12,,,3301.050048828125,3500.199951171875,3100.570068359375,3262.330078125,0.0,0.0,0.0,1751.051025390625,1776.01904296875,1593.0260009765625,1645.970947265625,0.0,0.0,0.0
2001-12-01,1139.449951171875,1173.6199951171875,1114.530029296875,1148.0799560546875,25128570000.0,0.0,0.0,12914.0,13969.0,12809.0,13578.0,0.0,0.0,0.0,10631.0,10979.919921875,9843.1201171875,9997.7998046875,0.0,0.0,0.0,1762.52,1531.24,1762.52,1518.26,,,3243.840087890625,3466.72998046875,3243.320068359375,3311.030029296875,0.0,0.0,0.0,1643.4849853515625,1643.5,1339.199951171875,1491.6650390625,0.0,0.0,0.0
2002-01-01,1148.0799560546875,1176.969970703125,1081.6600341796875,1130.199951171875,29746200000.0,0.0,0.0,13586.0,14413.0,12301.0,12721.0,0.0,0.0,0.0,10026.9599609375,10798.669921875,9420.849609375,10587.830078125,0.0,0.0,0.0,1984.0,1775.94,2072.85,1775.94,,,3334.68994140625,3758.110107421875,3290.0,3562.31005859375,0.0,0.0,0.0,1494.5770263671875,1544.9210205078125,1476.133056640625,1524.7010498046875,0.0,0.0,0.0
2002-02-01,1130.199951171875,1130.199951171875,1074.3599853515625,1106.72998046875,26047600000.0,0.0,0.0,12723.0,14251.0,12415.0,14033.0,0.0,0.0,0.0,10641.3603515625,12034.0400390625,10540.3095703125,11024.9404296875,0.0,0.0,0.0,2022.07,2003.05,2089.72,1946.09,,,3551.56005859375,3758.27001953125,3454.27001953125,3469.35009765625,0.0,0.0,0.0,1521.5279541015625,1693.873046875,1494.833984375,1603.905029296875,0.0,0.0,0.0
2002-03-01,1106.72998046875,1173.93994140625,1106.72998046875,1147.3900146484375,26563200000.0,0.0,0.0,14047.0,14495.0,13183.0,13255.0,0.0,0.0,0.0,11106.0703125,11812.990234375,10896.1201171875,11492.5400390625,0.0,0.0,0.0,2450.49,2054.65,2458.1,2054.65,,,3482.93994140625,3538.489990234375,3296.8798828125,3338.159912109375,0.0,0.0,0.0,1598.0260009765625,1680.2979736328125,1575.9720458984375,1667.7490234375,0.0,0.0,0.0
2002-04-01,1147.3900146484375,1147.8399658203125,1063.4599609375,1076.9200439453125,28568900000.0,0.0,0.0,13256.0,13872.0,13032.0,13085.0,0.0,0.0,0.0,11540.08984375,12081.4296875,11250.8603515625,11763.7001953125,0.0,0.0,0.0,2708.54,2452.52,2764.23,2351.77,,,3361.330078125,3478.02001953125,3097.72998046875,3125.72998046875,0.0,0.0,0.0,1669.8709716796875,1670.9169921875,1506.5419921875,1515.7330322265625,0.0,0.0,0.0
2002-05-01,1076.9200439453125,1106.5899658203125,1048.9599609375,1067.1400146484375,26905500000.0,0.0,0.0,13088.0,13090.0,11943.0,12861.0,0.0,0.0,0.0,11804.0400390625,11905.16015625,10060.7197265625,10621.83984375,795700000.0,0.0,0.0,2754.49,2722.68,3000.49,2611.77,,,3162.27001953125,3377.8798828125,3148.570068359375,3244.699951171875,0.0,0.0,0.0,1510.2469482421875,1748.8900146484375,1455.3050537109375,1732.7550048828125,0.0,0.0,0.0
2002-06-01,1067.1400146484375,1070.739990234375,952.9199829101562,989.8200073242188,29981510000.0,0.0,0.0,12859.0,12919.0,10247.0,11139.0,0.0,0.0,0.0,10655.0,11050.6904296875,9547.849609375,9877.9404296875,1140500000.0,0.0,0.0,2501.19,2760.08,2807.66,2353.57,,,3246.43994140625,3366.739990234375,2932.35009765625,2987.64990234375,0.0,0.0,0.0,1736.29296875,1741.91796875,1647.2650146484375,1651.593994140625,0.0,0.0,0.0
2002-07-01,989.8200073242188,994.4600219726562,775.6799926757812,911.6199951171876,42228720000.0,0.0,0.0,11138.0,11173.0,9155.0,9763.0,294019200.0,0.0,0.0,9912.58984375,10162.2998046875,9439.41015625,9619.2998046875,987400000.0,0.0,0.0,2306.43,2485.08,2775.51,2237.47,,,2998.4599609375,3185.080078125,2931.780029296875,3181.22998046875,0.0,0.0,0.0,1650.053955078125,1696.2769775390625,1624.0489501953125,1666.6180419921875,0.0,0.0,0.0
2002-08-01,911.6199951171876,965.0,833.4400024414062,916.0700073242188,29298400000.0,0.0,0.0,9782.0,10763.0,9017.0,10382.0,0.0,0.0,0.0,9564.900390625,9884.599609375,8969.259765625,9383.2900390625,1001300000.0,0.0,0.0,2363.64,2354.84,2521.48,2167.22,,,3206.81005859375,3227.6201171875,2973.969970703125,2991.360107421875,0.0,0.0,0.0,1666.3409423828125,1680.279052734375,1577.530029296875,1581.6180419921875,0.0,0.0,0.0
2002-09-01,916.0700073242188,924.02001953125,800.2000122070312,815.280029296875,27723710000.0,0.0,0.0,10383.0,10477.0,8352.0,8623.0,0.0,0.0,0.0,9289.5302734375,9293.8603515625,8197.2197265625,8640.48046875,1057900000.0,0.0,0.0,2376.49,2369.0,2469.37,2305.28,,,2976.0400390625,3038.919921875,2828.47998046875,2949.320068359375,0.0,0.0,0.0,1577.052001953125,1577.052001953125,1488.678955078125,1507.4959716796875,0.0,0.0,0.0
2002-10-01,815.280029296875,907.4400024414062,768.6300048828125,885.760009765625,37856310000.0,0.0,0.0,8642.0,10598.0,8225.0,10168.0,0.0,0.0,0.0,8651.669921875,9294.099609375,8246.5302734375,9215.5595703125,1119100000.0,0.0,0.0,2559.89,2374.24,2583.4,2374.24,,,2956.93994140625,3245.3798828125,2928.6298828125,3228.820068359375,0.0,0.0,0.0,1507.383056640625,1573.10400390625,1353.1390380859375,1434.1820068359375,0.0,0.0,0.0
2002-11-01,885.760009765625,941.8200073242188,872.0499877929688,936.3099975585938,29200960000.0,0.0,0.0,10172.0,10519.0,9569.0,10509.0,0.0,0.0,0.0,9208.6103515625,9320.1103515625,8256.51953125,8578.9501953125,911500000.0,0.0,0.0,2585.79,2563.04,2585.79,2453.66,,,3247.60009765625,3413.830078125,3186.6201171875,3377.280029296875,0.0,0.0,0.0,1432.029052734375,1439.8499755859375,1348.7139892578125,1357.654052734375,0.0,0.0,0.0
2002-12-01,936.3099975585938,954.280029296875,869.4500122070312,879.8200073242188,25993640000.0,0.0,0.0,10517.0,11648.0,10307.0,11268.0,0.0,0.0,0.0,8669.8896484375,8829.0595703125,8237.0302734375,8339.9404296875,1051300000.0,0.0,0.0,2566.41,2600.16,2603.03,2427.36,,,3399.719970703125,3416.919921875,3199.179931640625,3250.3798828125,0.0,0.0,0.0,1347.4329833984375,1508.5880126953125,1311.6839599609375,1499.81494140625,0.0,0.0,0.0
2003-01-01,879.8200073242188,935.0499877929688,840.3400268554688,855.7000122070312,30749580000.0,0.0,0.0,11291.0,12350.0,10457.0,10941.0,0.0,0.0,0.0,8285.5498046875,8821.3095703125,8253.759765625,8363.0400390625,977500000.0,0.0,0.0,2472.79,2574.27,2593.65,2398.02,,,3265.080078125,3341.610107421875,3218.3701171875,3283.659912109375,0.0,0.0,0.0,1499.166015625,1524.7509765625,1474.470947265625,1511.9320068359375,0.0,0.0,0.0
2003-02-01,855.7000122070312,864.6400146484375,806.2899780273438,841.1500244140625,25235300000.0,0.0,0.0,10943.0,11067.0,9968.0,10281.0,0.0,0.0,0.0,8397.150390625,8509.4296875,7824.81982421875,7972.7099609375,1062200000.0,0.0,0.0,2721.15,2480.9,2721.15,2469.21,,,3301.669921875,3311.570068359375,3039.830078125,3048.719970703125,0.0,0.0,0.0,1511.5849609375,1529.751953125,1447.0140380859375,1510.5780029296875,146400.0,0.0,0.0
2003-03-01,841.1500244140625,895.9000244140625,788.9000244140625,848.1799926757812,30080030000.0,0.0,0.0,10263.0,11421.0,10104.0,11274.0,0.0,0.0,0.0,7907.1298828125,8249.98046875,7603.759765625,7831.419921875,1133400000.0,0.0,0.0,2542.69,2736.91,2844.35,2536.62,,,3037.5400390625,3221.89990234375,2904.43994140625,2959.7900390625,0.0,0.0,0.0,1513.0009765625,1649.60302734375,1473.2659912109375,1521.4439697265625,458800.0,0.0,0.0
2003-04-01,848.1799926757812,924.239990234375,847.8499755859375,916.9199829101562,29669610000.0,0.0,0.0,11283.0,12820.0,11283.0,12557.0,0.0,0.0,0.0,7804.02978515625,8461.73046875,7745.68994140625,8424.509765625,1234700000.0,0.0,0.0,2953.84,2546.54,3142.94,2522.33,,,2949.0400390625,3200.47998046875,2934.780029296875,3180.75,0.0,0.0,0.0,1522.98095703125,1581.612060546875,1477.251953125,1576.260986328125,232000.0,0.0,0.0
2003-05-01,916.9199829101562,965.3800048828124,902.8300170898438,963.5900268554688,30952100000.0,0.0,0.0,12565.0,13565.0,12542.0,13422.0,0.0,0.0,0.0,8490.2197265625,9188.9501953125,8488.8896484375,9083.1103515625,1717500000.0,0.0,0.0,3221.39,2953.9,3255.2,2924.83,,,3176.56005859375,3632.840087890625,3170.3798828125,3607.1298828125,0.0,0.0,0.0,1577.987060546875,1582.4119873046875,1483.68603515625,1486.0240478515625,191000.0,0.0,0.0
2003-06-01,963.5900268554688,1015.3300170898438,963.5900268554688,974.5,31219400000.0,0.0,0.0,13441.0,14072.0,12895.0,12973.0,0.0,0.0,0.0,9097.6103515625,10070.1103515625,9078.740234375,9563.2099609375,1894200000.0,0.0,0.0,3436.18,3222.62,3452.18,3145.62,,,3617.739990234375,3835.75,3534.06005859375,3792.610107421875,356200.0,0.0,0.0,1485.52099609375,1540.1939697265625,1464.865966796875,1476.741943359375,182000.0,0.0,0.0
2003-07-01,974.5,1015.4099731445312,962.0999755859376,990.3099975585938,31553200000.0,0.0,0.0,12967.0,13947.0,12893.0,13572.0,0.0,0.0,0.0,9646.66015625,10415.5302734375,9224.0498046875,10343.5498046875,1736200000.0,0.0,0.0,3109.79,3428.66,3553.88,2934.68,,,3800.72998046875,4277.64013671875,3722.080078125,4244.72998046875,523600.0,0.0,0.0,1476.469970703125,1497.10205078125,1406.6810302734375,1421.9830322265625,116200.0,0.0,0.0
2003-08-01,990.3099975585938,1011.010009765625,960.8400268554688,1008.010009765625,24881470000.0,0.0,0.0,13579.0,15252.0,12757.0,15174.0,0.0,0.0,0.0,10399.5302734375,11160.1904296875,10148.3603515625,10219.0498046875,1829800000.0,0.0,0.0,3641.91,3099.27,3642.32,3071.15,,,4248.06982421875,4473.56982421875,4097.5498046875,4453.240234375,656600.0,0.0,0.0,1423.35302734375,1456.552978515625,1348.2220458984375,1367.1610107421875,10195200.0,0.0,0.0
2003-09-01,1008.010009765625,1040.2900390625,990.3599853515624,995.969970703125,29940110000.0,0.0,0.0,15174.0,17104.0,15075.0,16011.0,0.0,0.0,0.0,10232.5703125,11238.6298828125,10173.5400390625,10559.58984375,1960300000.0,0.0,0.0,3900.45,3677.72,3916.63,3660.28,,,4452.06982421875,4951.10986328125,4432.93017578125,4906.8701171875,728600.0,0.0,0.0,1366.2010498046875,1411.8800048828125,1334.7840576171875,1348.302978515625,151600.0,0.0,0.0
2003-10-01,995.969970703125,1053.7900390625,995.969970703125,1050.7099609375,32298500000.0,0.0,0.0,16010.0,18660.0,16010.0,17982.0,0.0,0.0,0.0,10693.66015625,10869.349609375,9614.599609375,10100.5703125,1273100000.0,0.0,0.0,3398.23,3902.54,4396.42,3330.3,,,4946.93017578125,5135.0,4736.7001953125,5044.81982421875,589400.0,0.0,0.0,1346.48095703125,1423.58203125,1307.39501953125,1397.2249755859375,281400.0,0.0,0.0
2003-11-01,1050.7099609375,1063.6500244140625,1031.199951171875,1058.199951171875,24463220000.0,0.0,0.0,17983.0,20188.0,17983.0,20184.0,0.0,0.0,0.0,10006.1298828125,10681.2802734375,9859.0,10676.6396484375,1274000000.0,0.0,0.0,3539.21,3492.27,3760.15,3148.38,,,5086.85986328125,5920.759765625,5082.81982421875,5838.9599609375,642800.0,0.0,0.0,1398.7060546875,1525.2989501953125,1398.7060546875,1497.0439453125,402400.0,0.0,0.0
2003-12-01,1058.199951171875,1112.56005859375,1053.4100341796875,1111.9200439453125,27839130000.0,0.0,0.0,20184.0,22310.0,20184.0,22236.0,0.0,0.0,0.0,10787.830078125,11193.6396484375,10665.150390625,10783.6103515625,1436200000.0,0.0,0.0,3757.15,3467.93,3792.31,3454.96,,,5944.22998046875,6249.60009765625,5567.68017578125,5695.669921875,787600.0,0.0,0.0,1492.7239990234375,1634.4129638671875,1491.6939697265625,1590.72900390625,320200.0,0.0,0.0
2004-01-01,1111.9200439453125,1155.3800048828125,1105.0799560546875,1131.1300048828125,32820000000.0,0.0,0.0,22233.0,24518.0,21649.0,21851.0,0.0,0.0,0.0,10784.9296875,11069.2802734375,10299.4296875,11041.919921875,1282100000.0,0.0,0.0,3915.27,3801.47,4032.2,3801.47,,,5715.4599609375,6082.7998046875,5550.169921875,5667.509765625,701200.0,0.0,0.0,1630.654052734375,1730.279052734375,1585.9580078125,1675.0670166015625,545000.0,0.0,0.0
2004-02-01,1131.1300048828125,1158.97998046875,1124.43994140625,1144.93994140625,27985600000.0,0.0,0.0,21842.0,23374.0,20092.0,21755.0,0.0,0.0,0.0,11112.6796875,11869.0,11045.9404296875,11715.3896484375,2429300000.0,0.0,0.0,4296.46,3921.84,4296.46,3875.07,,,5649.2998046875,5951.02978515625,5324.77978515625,5590.60009765625,732000.0,0.0,0.0,1676.2220458984375,1760.0760498046875,1634.7099609375,1741.623046875,414600.0,0.0,0.0
2004-03-01,1144.93994140625,1163.22998046875,1087.1600341796875,1126.2099609375,33597900000.0,0.0,0.0,21761.0,23373.0,20756.0,22142.0,0.0,0.0,0.0,11756.16015625,12195.66015625,11623.650390625,11761.7900390625,2430200000.0,0.0,0.0,4821.17,4328.32,4838.91,4232.56,,,5599.1201171875,5979.25,5599.1201171875,5655.08984375,496200.0,0.0,0.0,1744.708984375,1783.0069580078125,1572.22998046875,1595.5870361328125,373200.0,0.0,0.0
2004-04-01,1126.2099609375,1150.5699462890625,1107.22998046875,1107.300048828125,31611900000.0,0.0,0.0,22142.0,23260.0,19508.0,19607.0,0.0,0.0,0.0,11777.4404296875,11785.259765625,10489.83984375,11236.3701171875,1696200000.0,0.0,0.0,4099.08,4836.15,5035.4,4072.64,,,5645.85986328125,5772.64013671875,4227.5,4759.6201171875,674200.0,0.0,0.0,1600.6259765625,1606.072021484375,1508.64501953125,1555.906005859375,144000.0,0.0,0.0
2004-05-01,1107.300048828125,1127.739990234375,1076.3199462890625,1120.6800537109375,29326400000.0,0.0,0.0,19622.0,20342.0,17601.0,19545.0,0.0,0.0,0.0,11204.6904296875,11887.9501953125,10963.5595703125,11858.8701171875,1704500000.0,0.0,0.0,3787.34,4190.35,4211.39,3734.85,,,4792.009765625,5012.52001953125,4613.93994140625,4795.4599609375,686800.0,0.0,0.0,1555.56201171875,1580.5699462890625,1376.218017578125,1399.1619873046875,221200.0,0.0,0.0
2004-06-01,1120.6800537109375,1146.3399658203125,1113.3199462890625,1140.8399658203125,27529500000.0,0.0,0.0,19545.0,21183.0,19177.0,21149.0,0.0,0.0,0.0,11933.330078125,11988.1201171875,11018.7900390625,11325.7802734375,1373300000.0,0.0,0.0,3807.57,3799.19,4048.59,3450.36,,,4813.759765625,5200.85009765625,4723.0400390625,5170.31982421875,626400.0,0.0,0.0,1398.197998046875,1466.7840576171875,1366.5030517578125,1386.2020263671875,231000.0,0.0,0.0
2004-07-01,1140.8399658203125,1140.8399658203125,1078.780029296875,1101.719970703125,29285600000.0,0.0,0.0,21152.0,22676.0,20821.0,22337.0,0.0,0.0,0.0,11274.4501953125,11279.7099609375,10545.8896484375,11081.7900390625,1481800000.0,0.0,0.0,3534.06,3854.9,3968.6,3388.68,,,5193.25,5269.22021484375,5022.2900390625,5192.080078125,593400.0,0.0,0.0,1381.876953125,1424.552978515625,1310.0240478515625,1342.06201171875,180600.0,0.0,0.0
2004-08-01,1101.719970703125,1109.6800537109375,1060.719970703125,1104.239990234375,26586800000.0,0.0,0.0,22342.0,23381.0,21178.0,22803.0,0.0,0.0,0.0,11104.849609375,11357.849609375,10737.7802734375,10823.5703125,1666700000.0,0.0,0.0,3844.82,3574.55,3844.82,3507.66,,,5202.16015625,5638.7900390625,5178.56982421875,5583.60986328125,492600.0,0.0,0.0,1340.75,1496.2139892578125,1259.4320068359375,1396.699951171875,389000.0,0.0,0.0
2004-09-01,1104.239990234375,1131.5400390625,1099.1800537109375,1114.5799560546875,26829870000.0,0.0,0.0,22803.0,23485.0,21739.0,23245.0,0.0,0.0,0.0,10893.1904296875,11410.400390625,10575.23046875,10771.419921875,1588400000.0,0.0,0.0,4149.98,3835.4,4187.26,3824.61,,,5587.4599609375,5803.81982421875,5558.14013671875,5672.27001953125,374400.0,0.0,0.0,1395.6689453125,1437.572021484375,1289.873046875,1320.5360107421875,261400.0,0.0,0.0
2004-10-01,1114.5799560546875,1142.050048828125,1090.2900390625,1130.199951171875,31511000000.0,0.0,0.0,23246.0,24362.0,22390.0,23052.0,0.0,0.0,0.0,10731.01953125,11268.8095703125,10690.9501953125,10899.25,1400600000.0,0.0,0.0,4294.87,4195.75,4542.84,4161.41,,,5678.64990234375,6248.43017578125,5649.02978515625,6234.2900390625,298800.0,0.0,0.0,1317.657958984375,1387.342041015625,1290.988037109375,1340.77099609375,300200.0,0.0,0.0
2004-11-01,1130.199951171875,1188.4599609375,1127.5999755859375,1173.8199462890625,30460280000.0,0.0,0.0,23050.0,25160.0,22941.0,25128.0,0.0,0.0,0.0,10790.4501953125,11500.9501953125,10721.58984375,11488.759765625,1437800000.0,0.0,0.0,3987.43,4311.85,4395.85,3977.27,,,6259.27978515625,6617.14990234375,6176.08984375,6602.68994140625,402200.0,0.0,0.0,1340.916015625,1352.4549560546875,1264.1519775390625,1266.4959716796875,221200.0,0.0,0.0
2004-12-01,1173.780029296875,1217.3299560546875,1173.780029296875,1211.9200439453125,31102500000.0,0.0,0.0,25129.0,26270.0,24452.0,26196.0,0.0,0.0,0.0,11458.26953125,11580.6904296875,11212.6298828125,11387.58984375,1616200000.0,0.0,0.0,3831.97,3952.34,3952.34,3418.83,,,6626.490234375,6696.31005859375,6069.330078125,6555.93994140625,372400.0,0.0,0.0,1260.781982421875,1268.85595703125,1189.2110595703125,1191.822998046875,197200.0,0.0,0.0
2005-01-01,1211.9200439453125,1217.800048828125,1163.75,1181.27001953125,31498800000.0,0.0,0.0,26193.0,26492.0,23534.0,24351.0,0.0,0.0,0.0,11422.01953125,11754.900390625,11271.0400390625,11740.599609375,1665700000.0,0.0,0.0,4024.22,3831.28,4044.43,3739.94,,,6565.2099609375,6720.93994140625,6508.330078125,6713.85986328125,391200.0,0.0,0.0,1189.5009765625,1328.532958984375,1187.260009765625,1306.0030517578125,223200.0,0.0,0.0
2005-02-01,1181.27001953125,1212.43994140625,1180.949951171875,1203.5999755859375,29297410000.0,0.0,0.0,24392.0,28778.0,24073.0,28139.0,0.0,0.0,0.0,11734.1396484375,11975.4599609375,11506.849609375,11668.9501953125,2032200000.0,0.0,0.0,4474.41,4028.33,4475.47,4012.78,,,6725.919921875,6954.85986328125,6321.31005859375,6492.81982421875,465200.0,0.0,0.0,1305.2490234375,1326.0760498046875,1162.031005859375,1181.2359619140625,310600.0,0.0,0.0
2005-03-01,1203.5999755859375,1229.1099853515625,1163.68994140625,1180.5899658203125,39014150000.0,0.0,0.0,28135.0,29584.0,25761.0,26611.0,0.0,0.0,0.0,11590.4501953125,11911.900390625,10770.580078125,11008.900390625,1675000000.0,0.0,0.0,4186.48,4463.13,4493.37,4082.57,,,6506.60009765625,6649.419921875,6118.419921875,6154.43994140625,247600.0,0.0,0.0,1180.373046875,1254.3189697265625,1135.7330322265625,1159.14599609375,319000.0,0.0,0.0
2005-04-01,1180.5899658203125,1191.8800048828125,1136.1500244140625,1156.8499755859375,43424270000.0,0.0,0.0,26612.0,27178.0,24154.0,24844.0,0.0,0.0,0.0,10954.2099609375,11302.51953125,10788.58984375,11276.58984375,1446100000.0,0.0,0.0,4189.79,4190.81,4512.16,4182.79,,,6183.06982421875,6772.740234375,6141.3701171875,6715.10986328125,266400.0,0.0,0.0,1160.6199951171875,1165.3900146484375,1043.2760009765625,1060.738037109375,181000.0,0.0,0.0
